Timestamp_us,Elapsed_ms,System_CPU_Percent,Process_CPU_Percent,Process_RSS_KB,Process_VmSize_KB,System_Total_KB,System_Used_KB,System_Free_KB,System_Available_KB,System_Buffers_KB,System_Cached_KB,System_Used_Percent,System_Available_Percent,CtxSwitches
101484067,421,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,240
101486269,423,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,242
101488448,425,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,243
101490651,427,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,244
101492823,430,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,245
101495034,432,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,247
101497346,434,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,248
101499520,436,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,249
101501728,438,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,250
101503892,441,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,251
101506141,443,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,252
101508315,445,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,253
101510498,447,100.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,254
101512693,449,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,255
101514880,452,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,256
101517041,454,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,257
101519222,456,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,259
101521456,458,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,260
101523637,460,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,261
101525881,463,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,262
101528063,465,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,263
101530267,467,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,264
101532474,469,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,265
101534663,471,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,266
101536846,474,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,267
101539038,476,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,268
101541205,478,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,269
101543390,480,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,270
101545599,482,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,271
101547766,485,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,272
